KeywordTests - T001_ControlRecipe_HappyPath,Jimblebar ROM to Jimblebar HCO,2019/04/30,16:09:59,PASS,2019/04/30 16:09:48,2019/04/30 16:09:59
KeywordTests - T001_ControlRecipe_HappyPath,Yandi UBO to Yandi ROM,2019/04/30,16:10:07,PASS,2019/04/30 16:09:48,2019/04/30 16:10:07
KeywordTests - T001_ControlRecipe_HappyPath,Yandi ROM to Yandi RFPC,2019/04/30,16:10:18,PASS,2019/04/30 16:09:48,2019/04/30 16:10:18
KeywordTests - T001_ControlRecipe_HappyPath,NA,2019/04/30,16:10:18,PASS,2019/04/30 16:09:48,2019/04/30 16:10:18
KeywordTests - T002_ControlRecipe_MandatoryFieldCheck,Empty Mandatory Field PeriodCode,2019/04/30,16:10:27,PASS,2019/04/30 16:10:18,2019/04/30 16:10:27
KeywordTests - T002_ControlRecipe_MandatoryFieldCheck,NA,2019/04/30,16:10:27,PASS,2019/04/30 16:10:18,2019/04/30 16:10:27
